,Unnamed: 0,OID_,AREA,NODE_ID,TYPE,Mar_2022_Mean,Apr_2022_Mean,May_2022_Mean,Jun_2022_Mean,Jul_2022_Mean,Aug_2022_Mean,Sep_2022_Mean,Mar_2022_Median,Apr_2022_Median,May_2022_Median,Jun_2022_Median,Jul_2022_Median,Aug_2022_Median,Sep_2022_Median,Mar_2022_sd,Apr_2022_sd,May_2022_sd,Jun_2022_sd,Jul_2022_sd,Aug_2022_sd,Sep_2022_sd,Jan_2022_Mean,Feb_2022_Mean,Jan_2022_Median,Feb_2022_Median,Jan_2022_sd,Feb_2022_sd,Jan_2021_Mean,Feb_2021_Mean,Mar_2021_Mean,Apr_2021_Mean,May_2021_Mean,Jun_2021_Mean,Jul_2020_Mean,Jul_2021_Mean,Aug_2020_Mean,Aug_2021_Mean,Sep_2020_Mean,Sep_2021_Mean,Oct_2020_Mean,Oct_2021_Mean,Nov_2020_Mean,Nov_2021_Mean,Dec_2020_Mean,Dec_2021_Mean,Jan_2021_Median,Feb_2021_Median,Mar_2021_Median,Apr_2021_Median,May_2021_Median,Jun_2021_Median,Jul_2020_Median,Jul_2021_Median,Aug_2020_Median,Aug_2021_Median,Sep_2020_Median,Sep_2021_Median,Oct_2020_Median,Oct_2021_Median,Nov_2020_Median,Nov_2021_Median,Dec_2020_Median,Dec_2021_Median,Jan_2021_sd,Feb_2021_sd,Mar_2021_sd,Apr_2021_sd,May_2021_sd,Jun_2021_sd,Jul_2020_sd,Jul_2021_sd,Aug_2020_sd,Aug_2021_sd,Sep_2020_sd,Sep_2021_sd,Oct_2020_sd,Oct_2021_sd,Nov_2020_sd,Nov_2021_sd,Dec_2020_sd,Dec_2021_sd,Jan_2020_Mean,Jul_2019_Mean,Aug_2019_Mean,Sep_2019_Mean,Oct_2019_Mean,Nov_2019_Mean,Dec_2019_Mean,Jan_2020_Median,Jul_2019_Median,Aug_2019_Median,Sep_2019_Median,Oct_2019_Median,Nov_2019_Median,Dec_2019_Median,Jan_2020_sd,Jul_2019_sd,Aug_2019_sd,Sep_2019_sd,Oct_2019_sd,Nov_2019_sd,Dec_2019_sd,Feb_2020_Mean,Mar_2020_Mean,Apr_2020_Mean,May_2020_Mean,Jun_2020_Mean,Feb_2020_Median,Mar_2020_Median,Apr_2020_Median,May_2020_Median,Jun_2020_Median,Feb_2020_sd,Mar_2020_sd,Apr_2020_sd,May_2020_sd,Jun_2020_sd
397,397,397,CA,COLGATE2_7_B1,GEN,46.108161913669065,65.82065323275862,69.656515,71.02940297413792,69.93037002777777,93.32232675,117.77985145833333,46.95431,65.868615,72.74196,70.71183500000001,67.82314500000001,84.74911,85.75294,19.446621756787675,26.32667495969751,28.110585580430165,29.02487479100858,22.620364282420944,28.822097929863432,131.4739235267619,52.988429902777774,48.14136166666667,50.80933,48.08839,15.187131120887434,18.539013019306456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,398,398,CA,COLLRVL1_7_B1,GEN,47.25647375539568,68.58050665229885,72.41929040277778,76.26550507183909,74.718758,104.54200516666668,130.2509905929487,47.80944,68.820325,74.89026999999999,73.25865999999999,71.44943,90.167765,90.553055,20.547442703092575,27.416502336647884,29.948273957087807,33.457339136447146,26.15876318941766,39.94784065253534,158.65061580486426,53.727095069444445,47.99881492559524,51.425995,48.11553,15.364492687820716,19.114634389573705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,399,399,CA,COLLRVL2_7_B1,GEN,47.25645715107913,68.58035741379311,72.41927429166667,76.26548377873563,74.71879929166667,104.54200516666668,130.2512632371795,47.80944,68.820325,74.89026999999999,73.25865999999999,71.44943,90.167765,90.553055,20.547433396234545,27.416409908892703,29.948251880403767,33.45734125743222,26.1588548760104,39.94784065253534,158.65209583313202,53.72707931944444,47.99878419642857,51.425995,48.11553,15.364488196592538,19.1146003830207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,400,400,CA,COLNGA1_6_N001,LOAD,42.33630843165467,55.77702191091954,56.23899051388889,70.11599420977012,76.07177854166666,101.38427277777777,119.64564485576923,46.20897,63.01714,68.47227000000001,73.574185,76.36155,96.34613,87.776515,24.54759663585401,36.73901174382025,42.06089532515981,32.59324784312423,31.01799089187729,32.52980850359252,149.2474310322416,52.40853944444444,45.41912443452381,50.694825,47.501535,16.1155723409187,22.932306927446028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,401,401,CA,COLNGA1_6_N002,LOAD,42.33630843165467,55.77702191091954,56.23899051388889,70.11599420977012,76.07177854166666,101.38427277777777,119.64564485576923,46.20897,63.01714,68.47227000000001,73.574185,76.36155,96.34613,87.776515,24.54759663585401,36.73901174382025,42.06089532515981,32.59324784312423,31.01799089187729,32.52980850359252,149.2474310322416,52.40853944444444,45.41912443452381,50.694825,47.501535,16.1155723409187,22.932306927446028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,402,402,CA,COLNGA2_6_N001,LOAD,42.74846592805755,55.41791689655172,55.64567395833333,69.70726015804597,75.15755866666666,100.74457322222224,118.99652498397435,46.21015,62.910405,68.390425,73.41524,75.57133,95.97597,87.454915,23.958201911915488,36.88987945777679,42.24356580642911,32.74364819224255,30.621257727423,32.03705678603791,147.8602570032731,52.34046954166667,45.85674739583334,50.62839,47.441095,15.987957464975588,21.95319636631898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,403,403,CA,COLNGAGN_7_B1,GEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,404,404,CA,COLONY_6_N001,LOAD,48.20642671942446,68.96157975574714,74.30734765277778,82.90596908045977,78.33884784722223,111.63168897222222,149.31660256410257,49.01631,69.33882,75.81342000000001,76.224885,73.932485,93.06164,95.23117,20.77179229378823,27.615440657312483,32.162037637524584,41.35770067930823,29.712902965008425,57.018146018536,194.58849942166088,54.57571372222222,51.15069488095238,52.233635,50.558915,15.5762027321461,20.008351041559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,405,405,CA,COLUMBUS_1_N001,LOAD,42.06964528057554,57.42637783045977,62.740935569444446,117.69967863505748,93.69802751388887,111.25738805555557,162.56446397435897,45.75108,62.640730000000005,67.88153,75.72116,78.17065500000001,93.72855,87.64725,23.617302654200664,33.75780267144008,49.14044452663487,132.6746727204521,52.85367779430244,49.089991564860455,256.8253038455152,51.489368625,42.93615107142857,49.994065000000006,45.759730000000005,16.788187739135694,23.823893326243653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,406,406,CA,COLUMBUS_1_N003,LOAD,42.06965791366907,57.42637783045977,62.740935569444446,117.69967863505748,93.69802751388887,111.25738805555557,162.56446397435897,45.75108,62.640730000000005,67.88153,75.72116,78.17065500000001,93.72855,87.64725,23.61730796576497,33.75780267144008,49.14044452663487,132.6746727204521,52.85367779430244,49.089991564860455,256.8253038455152,51.489368625,42.93615107142857,49.994065000000006,45.759730000000005,16.788187739135694,23.823893326243653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,407,407,CA,COLUMBUS_1_N005,LOAD,42.06965791366907,57.42637783045977,62.740935569444446,117.69967863505748,93.69802751388887,111.25738805555557,162.56446397435897,45.75108,62.640730000000005,67.88153,75.72116,78.17065500000001,93.72855,87.64725,23.61730796576497,33.75780267144008,49.14044452663487,132.6746727204521,52.85367779430244,49.089991564860455,256.8253038455152,51.489368625,42.93615107142857,49.994065000000006,45.759730000000005,16.788187739135694,23.823893326243653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,408,408,CA,COLUSA_6_N001,LOAD,48.81407322302159,67.6931369683908,81.14227805555555,98.56040821839082,77.14052236111111,110.61259605555556,151.53621302884616,48.8606,67.670345,75.918335,73.25983,70.577195,90.090725,86.839895,21.72082058026372,28.81290441851347,70.77305591372644,112.83914357708105,32.98612042553962,66.34662889927289,293.0943397512678,54.63702030555556,48.67351717261905,51.821965,48.351985,17.069341408038877,19.973413320937755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,409,409,CA,COLUSA_6_N004,LOAD,48.81407322302159,67.6931369683908,81.14227805555555,98.56040821839082,77.14052236111111,110.61259605555556,151.53621302884616,48.8606,67.670345,75.918335,73.25983,70.577195,90.090725,86.839895,21.72082058026372,28.81290441851347,70.77305591372644,112.83914357708105,32.98612042553962,66.34662889927289,293.0943397512678,54.63702030555556,48.67351717261905,51.821965,48.351985,17.069341408038877,19.973413320937755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,410,410,CA,COLWATER_1_N001,LOAD,43.25620487769784,59.914858045977006,61.19344494444444,70.54964912356321,75.50546176388889,107.01331086111112,129.70664483974355,46.15985,63.30294,68.141325,69.21734000000001,69.92332,91.33208,87.55862,23.081947172054164,34.04732808608036,34.50463318024269,31.84936704112005,31.482429601543373,45.2464425348545,163.23214541466277,52.93010636111111,44.89108580357143,51.12539,46.84049,17.369465769965185,23.68306275921824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,411,411,CA,COLWATER_1_N002,LOAD,43.25620487769784,59.914858045977006,61.19344494444444,70.54964912356321,75.50546176388889,107.01331086111112,129.70664483974355,46.15985,63.30294,68.141325,69.21734000000001,69.92332,91.33208,87.55862,23.081947172054164,34.04732808608036,34.50463318024269,31.84936704112005,31.482429601543373,45.2464425348545,163.23214541466277,52.93010636111111,44.89108580357143,51.12539,46.84049,17.369465769965185,23.68306275921824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,412,412,CA,CONCHO_1_N002,LOAD,41.245351165467625,56.63577752873563,58.80690197222222,70.05078573275863,75.9334635138889,106.002903125,127.23693899038462,44.43257,60.685645,66.207025,68.053935,70.110215,90.38873,86.49355,22.6078423472086,33.16993433377736,34.340184612681874,32.14557781160511,32.21134499138908,44.15229601429434,159.04173761504398,51.49535011111111,42.83885938988095,50.05219,45.33908,16.923213977468134,23.049745030880352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,413,413,CA,CONTADNA_1_N001,LOAD,44.87110307913669,56.2829554454023,57.225469402777776,71.09341333333333,76.59944536111111,94.05965191666668,122.68389471153846,48.07824,64.19323,70.41847,74.638795,74.896405,92.923,88.39581,23.93902187074032,37.59737548024196,43.229992862882014,33.37296223672616,33.692292844663655,33.50899030609113,152.56373877700054,53.98354990277778,45.89341761904762,52.4172,48.082215000000005,16.605920940688094,22.835699385690617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,414,414,CA,CONTROLX_1_N001,LOAD,37.31943694964029,54.10269872126437,54.31852411111111,52.77409899425288,60.655266777777776,86.66755119444444,102.97543823717947,39.84181,56.399365,60.183040000000005,53.77654,55.471320000000006,74.906205,74.00273,19.439713442778565,30.80350667629583,30.975428500067945,33.900914249991736,27.070558347667465,40.621885096850434,117.88732184135706,44.49820205555556,34.37804467261905,42.76147,38.801115,14.615613964544798,22.311663792828764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,415,415,CA,CONTROLX_1_N002,GEN,37.31943694964029,54.10269872126437,54.03525029166667,52.62832662356322,60.655266777777776,86.51804481944444,102.97543823717947,39.84181,56.399365,60.16391,53.764415,55.471320000000006,74.906205,74.00273,19.439713442778565,30.80350667629583,31.27204394000369,33.91131114213889,27.070558347667465,40.75029609535195,117.88732184135706,44.49820205555556,34.365440342261905,42.76147,38.801115,14.615613964544798,22.34211194432872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,416,416,CA,CONTROLX_1_N003,GEN,37.31943694964029,54.10269872126437,54.31852411111111,52.77409899425288,60.655266777777776,86.66755119444444,102.97543823717947,39.84181,56.399365,60.183040000000005,53.77654,55.471320000000006,74.906205,74.00273,19.439713442778565,30.80350667629583,30.975428500067945,33.900914249991736,27.070558347667465,40.621885096850434,117.88732184135706,44.49820205555556,34.37804467261905,42.76147,38.801115,14.615613964544798,22.311663792828764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,417,417,CA,CONTROLX_1_N004,GEN,37.31943694964029,54.10269872126437,54.03525029166667,52.62832662356322,60.655266777777776,86.51804481944444,102.97543823717947,39.84181,56.399365,60.16391,53.764415,55.471320000000006,74.906205,74.00273,19.439713442778565,30.80350667629583,31.27204394000369,33.91131114213889,27.070558347667465,40.75029609535195,117.88732184135706,44.49820205555556,34.365440342261905,42.76147,38.801115,14.615613964544798,22.34211194432872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,418,418,CA,CONTROLX_1_N005,GEN,37.31943694964029,54.10269872126437,54.31852411111111,52.77409899425288,60.655266777777776,86.66755119444444,102.97543823717947,39.84181,56.399365,60.183040000000005,53.77654,55.471320000000006,74.906205,74.00273,19.439713442778565,30.80350667629583,30.975428500067945,33.900914249991736,27.070558347667465,40.621885096850434,117.88732184135706,44.49820205555556,34.37804467261905,42.76147,38.801115,14.615613964544798,22.311663792828764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,419,419,CA,CONTROLX_1_N008,GEN,37.31943694964029,54.10269872126437,54.31852411111111,52.77409899425288,60.655266777777776,86.66755119444444,102.97543823717947,39.84181,56.399365,60.183040000000005,53.77654,55.471320000000006,74.906205,74.00273,19.439713442778565,30.80350667629583,30.975428500067945,33.900914249991736,27.070558347667465,40.621885096850434,117.88732184135706,44.49820205555556,34.37804467261905,42.76147,38.801115,14.615613964544798,22.311663792828764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,420,420,CA,CONTROLX_1_N009,GEN,37.31943694964029,54.10269872126437,54.31852411111111,52.77409899425288,60.655266777777776,86.66755119444444,102.97543823717947,39.84181,56.399365,60.183040000000005,53.77654,55.471320000000006,74.906205,74.00273,19.439713442778565,30.80350667629583,30.975428500067945,33.900914249991736,27.070558347667465,40.621885096850434,117.88732184135706,44.49820205555556,34.37804467261905,42.76147,38.801115,14.615613964544798,22.311663792828764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,421,421,CA,CONTROLX_1_N010,GEN,37.31943694964029,54.10269872126437,54.31852411111111,52.77409899425288,60.655266777777776,86.66755119444444,102.97543823717947,39.84181,56.399365,60.183040000000005,53.77654,55.471320000000006,74.906205,74.00273,19.439713442778565,30.80350667629583,30.975428500067945,33.900914249991736,27.070558347667465,40.621885096850434,117.88732184135706,44.49820205555556,34.37804467261905,42.76147,38.801115,14.615613964544798,22.311663792828764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,422,422,CA,CONTROL_1_N034,GEN,37.32093325179856,54.10484541666667,54.035915208333336,52.63641788793103,60.67498736111111,86.55333927777778,103.0168014423077,39.83739,56.405845,60.16391,53.767805,55.48704,74.943895,74.029575,19.439822545398226,30.80381117849433,31.271444107373465,33.9127953905694,27.073242340751843,40.75878068392529,117.9534679300301,44.49970979166667,34.36694203869048,42.759005,38.801185,14.615846712142162,22.343209639054145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,423,423,CA,CONTROL_7_N001,LOAD,37.07372225899281,54.960415718390806,53.51993227777778,52.679485028735634,61.58837043055555,85.75400781944444,103.30571003205128,39.54916,55.92628,59.25796,53.13863,54.70463,74.55421999999999,73.88121000000001,19.523880463669222,32.0880896349178,30.521899036724594,35.193214671362384,30.82650059610097,40.77733540628914,118.42539667524105,44.40617702777778,34.610558794642856,42.53949,38.554815,14.649540972365369,21.55644002745699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,424,424,PACW,COPCO1_NODE1,GEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,425,425,PACW,COPCO1_NODE2,GEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,426,426,PACW,COPCO2_LNODE21,LOAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,427,427,PACW,COPCO2_NODE1,GEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,428,428,PACW,COPCO2_NODE2,GEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,429,429,CA,COPUS_6_N001,LOAD,41.435403812949644,56.53236245689656,58.911758069444446,71.56798061781609,74.90739359722222,96.70635873611111,127.34751935897437,45.63437,61.746565,67.645435,69.426515,68.73138,87.645785,84.96891500000001,23.959416782295868,34.77530872562817,40.14798143918552,49.83062473031259,41.47744454697056,38.71876900639635,195.02917753517207,50.881808319444445,42.35709120535714,49.665795,45.421705,17.05266087137763,24.034052097923563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,430,430,CA,CORCORAN_1_N001,LOAD,45.41910392805755,54.87309,57.91954258333333,72.55192619252874,81.35920180555556,106.85593072222224,127.12603722756413,48.81965,63.784775,71.89358999999999,76.498275,79.57559499999999,102.7822,91.013535,24.94913066539217,40.79280434222595,45.27165851493906,34.98830333897269,36.39065349624688,37.59271951424112,160.8363735803634,54.993647888888894,45.609400416666666,53.678835,49.05058,17.277882167631336,25.60177558650142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,431,431,CA,CORCORAN_1_N005,LOAD,45.41967848920864,54.87413359195402,57.920865125,72.55413127873562,81.36047587499999,107.22370640277778,127.12823783653846,48.81965,63.784775,71.897015,76.49474000000001,79.584795,102.90993,91.013535,24.948777363472185,40.7922295189322,45.27102263820802,34.98758612954563,36.38985822486884,38.10056218184369,160.84015367940287,54.99402444444444,45.60994284226191,53.678835,49.053035,17.277547581830728,25.6012293566406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,432,432,CA,CORDELIA_6_N001,LOAD,47.563956,67.10576119252873,72.87123029166666,79.21762511494254,73.58785641666667,98.91277961111112,124.59204439102564,47.78851,67.07594,73.71704500000001,75.62317,69.49948,87.90474499999999,86.64090999999999,20.451803256528606,27.4359326528595,30.14780957495424,33.24093877005729,25.65355965025509,33.57264609960061,149.96755119293866,53.96812297222223,48.34477053571428,51.262935,48.067525,15.68178887054657,19.224930852248885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,433,433,CA,CORDPMP_6_N003,LOAD,47.62626887769784,67.25448137931035,73.04670850000001,79.41467731321839,73.55832559722222,99.13552090277776,124.9355076923077,47.8932,67.24208999999999,73.906755,75.754705,69.678845,88.23032,86.861555,20.47977789854338,27.50588860473517,30.23198311430889,33.312953869088375,24.925667727855046,33.62801247066605,150.41322283438208,54.09114311111111,48.446126666666665,51.376360000000005,48.16206,15.7184031697332,19.262546692561507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,434,434,CA,CORNING_6_N004,LOAD,46.36418128057554,65.77198225574713,68.49078583333333,72.85854890804598,75.55033179166666,104.13634251388888,129.31266291666665,47.19922,66.37704,71.80983499999999,72.337575,72.078835,92.71732,89.34414000000001,20.677433876174906,27.621009279898047,28.502846149777078,30.120966854959377,26.20408923000252,35.50999744545132,159.8364159887081,53.56286883333333,48.09877766369048,51.46779,48.06678,15.38307050858507,19.529657263808428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,435,435,CA,CORNING_6_N006,LOAD,46.36418128057554,65.77198225574713,68.49078583333333,72.85854890804598,75.55033179166666,104.13634251388888,129.31266291666665,47.19922,66.37704,71.80983499999999,72.337575,72.078835,92.71732,89.34414000000001,20.677433876174906,27.621009279898047,28.502846149777078,30.120966854959377,26.20408923000252,35.50999744545132,159.8364159887081,53.56286883333333,48.09877766369048,51.46779,48.06678,15.38307050858507,19.529657263808428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,436,436,CA,CORNING_6_N102,LOAD,46.36418128057554,65.77198225574713,68.49078583333333,72.85854890804598,75.55033179166666,104.13634251388888,129.31266291666665,47.19922,66.37704,71.80983499999999,72.337575,72.078835,92.71732,89.34414000000001,20.677433876174906,27.621009279898047,28.502846149777078,30.120966854959377,26.20408923000252,35.50999744545132,159.8364159887081,53.56286883333333,48.101352529761904,51.46779,48.06678,15.38307050858507,19.525835231788196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,437,437,CA,CORONADO_6_N001,LOAD,37.468976000000005,43.612226235632185,63.41054556944445,70.88504895114943,75.04332995833333,108.46114076388888,136.7721480128205,44.94714,55.726915,71.08025,69.52732,70.337305,93.130985,89.406285,26.514933115914943,43.97690903422811,37.48857667531823,31.50771710836891,29.87915093388647,44.08395735284669,168.82085804644362,53.637222013888895,45.029125729166665,51.842025,46.724105,16.975642761634447,22.648396311331837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,438,438,CA,CORONADO_6_N002,LOAD,37.468976000000005,43.612226235632185,63.41054556944445,70.88504895114943,75.04332995833333,108.443552875,136.7721480128205,44.94714,55.726915,71.08025,69.52732,70.337305,93.130985,89.406285,26.514933115914943,43.97690903422811,37.48857667531823,31.50771710836891,29.87915093388647,44.076173044902106,168.82085804644362,53.637222013888895,45.02914883928571,51.842025,46.724105,16.975642761634447,22.64834517366837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,439,439,CA,CORONA_1_N001,LOAD,48.27519349640288,67.64641576149425,74.90976665277778,85.58376689655172,74.34422165277778,99.3285331388889,126.77770233974358,48.51453,67.05875499999999,74.31828999999999,78.130125,70.016055,87.891215,87.655645,20.44306451106662,27.523581201212664,35.10838289083733,43.60399234587806,24.73052353164644,34.88567135526228,154.13929688178567,54.28068706944444,48.81583802083334,51.415635,48.230555,15.825712129573434,19.094119789329323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,440,440,CA,CORRAL_6_N001,LOAD,47.49517975539568,68.90642074712645,72.3453817638889,76.19191265804598,74.61638309722223,105.35569169444445,131.3606521153846,47.95049,69.33501,74.40065,73.04715,71.07717,90.02841000000001,91.16398,20.76488647398301,27.63372823956344,30.16982760645541,33.685142885528414,26.28320005088941,42.49005702333492,161.80470571775132,53.62678775,48.88861504464286,51.297435,48.467435,15.384484161582288,19.551740787832617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
